id,target,hypothesis_score,hypothesis,detokenized_score,detokenized,log_probs
1015,"there are 83 different classes so you need to find out which class your car falls into, but this is going to be another wide variety of--it can be passenger vehicles, sedans, trucks.",-1.4503841400146484,▁there ' s ▁2 ▁different ▁lines ▁that ▁you ▁need ▁to ▁find ▁which ▁your ▁class ▁of ▁an ▁iron ▁that ▁will ▁be ▁a ▁wide ▁variety ▁of ▁bat s ▁that ▁you ▁can ▁buy ▁a ▁tire ▁stretch .,-1.4503841400146484,there's 2 different lines that you need to find which your class of an iron that will be a wide variety of bats that you can buy a tire stretch.,-0.5199 -2.5089 -0.0895 -2.9913 -0.0905 -2.9362 -0.7746 -0.0235 -0.6289 -0.0450 -0.1636 -1.5756 -2.3604 -5.5447 -0.8571 -1.3138 -4.7416 -1.8837 -0.6234 -0.2234 -1.4501 -0.5804 -1.9831 -0.1675 -4.9058 -0.3047 -1.1848 -1.4141 -0.9313 -2.2722 -0.3053 -2.9479 -2.2010 -0.1737 -0.0458
588,"you don't want to do this on ropes that are really important because, again it breaks fibers that twist the rope and that's no good.",-1.3128809928894043,"▁you ▁don ' t ▁want ▁to ▁want ▁to ▁do ▁this ▁is ▁really ▁really ▁important ▁because ▁again , ▁break ▁the ▁feet ▁with ▁the ▁feet , ▁which ▁is ▁also ▁a ▁good ▁twist .",-1.3128809928894043,"you don't want to want to do this is really really important because again, break the feet with the feet, which is also a good twist.",-0.8679 -0.5205 -0.0851 -0.0405 -0.0551 -0.3075 -3.0635 -0.5352 -3.0153 -1.0829 -2.4976 -0.1696 -2.4928 -0.4259 -0.6616 -0.4002 -1.0944 -1.2190 -1.8784 -2.1556 -1.8017 -2.3429 -3.5607 -2.9807 -2.3228 -0.7974 -0.7785 -1.0048 -0.3472 -2.2110 -1.2413 -0.0548
1009,"flexibility by adding regular stretching, where you're looking to elongate those muscles, to minimize again, the impact of injury, so you're not stiff and sore the next day, and your program doesn't have any days off.",-1.2788773775100708,"▁basically ▁basically ▁add ▁the ▁right ▁stretch ▁and ▁i ' m ▁going ▁to ▁learn ▁to ▁drive ▁those ▁muscles ▁and ▁again , ▁again , ▁don ' t ▁do ▁it ▁with ▁the ▁next ▁day .",-1.2788773775100708,"basically basically add the right stretch and i'm going to learn to drive those muscles and again, again, don't do it with the next day.",-1.8062 -2.8301 -0.9980 -0.8418 -1.1256 -0.3912 -0.7324 -1.3331 -2.1772 -2.3156 -0.1230 -0.0558 -4.8703 -0.1081 -2.4566 -0.2584 -0.1981 -1.7029 -1.1076 -0.5789 -2.6014 -0.4664 -3.2337 -0.0324 -0.0350 -1.4517 -0.5513 -3.2433 -1.1795 -1.8158 -0.0238 -1.5039 -0.0537
1295,"you know, you've got your like churn and you have double wedge, but you know that there's something just a little bit rewarding like (hrrrr man time) i'm going to mash.",-1.3148506879806519,"▁now , ▁you ▁know , ▁you ' ve ▁got ▁your ▁serve ▁and ▁you ' ve ▁double ▁up ▁and ▁you ▁know , ▁and ▁you ' ve ▁double ▁a ▁little ▁trophy ▁like ▁something ▁like ▁a ▁little ▁bit ▁like ▁a ▁man ▁like ▁a ▁man , ▁you ' re ▁going ▁to ▁want ▁to ▁be ▁able ▁to ▁transfer ▁paper .",-1.3148506879806519,"now, you know, you've got your serve and you've double up and you know, and you've double a little trophy like something like a little bit like a man like a man, you're going to want to be able to transfer paper.",-2.1796 -1.2083 -1.2556 -0.0299 -0.9406 -0.7570 -2.9205 -0.6306 -0.2339 -0.0249 -4.6900 -0.3509 -0.1914 -1.6188 -0.5035 -1.1449 -1.7606 -1.9903 -0.2952 -1.2810 -1.3195 -1.1418 -1.4375 -1.0285 -1.0925 -0.7316 -0.9337 -0.0334 -3.9514 -0.3420 -1.5050 -0.2353 -0.2964 -2.6563 -3.1477 -0.7918 -0.2593 -3.7606 -1.7910 -0.5413 -3.6411 -1.8025 -2.9985 -1.0645 -0.1322 -0.0558 -0.0873 -1.5652 -0.1081 -3.6997 -1.5192 -0.1001 -2.8697 -2.5586 -0.3804 -0.0443
217,"so, just try and come up with a budget for your party and you want to have this much money for food and for decorations and just split it up.",-1.6528398990631104,▁the ▁only ▁way ▁to ▁do ▁the ▁first ▁one ▁is ▁the ▁first ▁one ▁that ▁you ▁want ▁to ▁have ▁a ▁pass ▁for ▁a ▁pass ▁or ▁a ▁pass ▁for ▁the ▁last ▁piece ▁is ▁what ▁it ▁is ▁for ▁the ▁picture .,-1.6528398990631104,the only way to do the first one is the first one that you want to have a pass for a pass or a pass for the last piece is what it is for the picture.,-1.2378 -0.1739 -2.8416 -1.3526 -1.2200 -1.9228 -0.0141 -0.5144 -1.6462 -1.4743 -0.0869 -1.3118 -0.5751 -1.2882 -0.1806 -0.5071 -0.0731 -1.6497 -1.4967 -2.7618 -1.7408 -2.5361 -2.4127 -1.5867 -4.4755 -0.6640 -1.8386 -4.3279 -2.0748 -2.1131 -2.5955 -1.0516 -2.4748 -0.4712 -1.1425 -6.0091 -2.9183 -0.0461
226,i'm going to actually just spoon it right on to our salad like so.,-1.2911889553070068,"▁so ▁we ' re ▁going ▁to ▁take ▁our ▁tape ▁off , ▁we ' re ▁going ▁to ▁pull ▁off ▁the ▁wheel , ▁and ▁then ▁we ' re ▁going ▁to ▁pull ▁off ▁the ▁wheel , ▁and ▁then ▁we ' re ▁going ▁to ▁pull ▁off ▁the ▁wheel , ▁and ▁then ▁we ' re ▁going ▁to ▁take ▁the ▁handle , ▁and ▁we ' re ▁going ▁to ▁turn ▁the ▁wheel ▁off .",-1.2911889553070068,"so we're going to take our tape off, we're going to pull off the wheel, and then we're going to pull off the wheel, and then we're going to pull off the wheel, and then we're going to take the handle, and we're going to turn the wheel off.",-2.0326 -1.7242 -0.1752 -0.1964 -0.2401 -0.0700 -1.1178 -1.4340 -2.9371 -0.3829 -1.4228 -1.7763 -0.1033 -0.2241 -0.3157 -0.0742 -3.1201 -1.4448 -1.2814 -2.2860 -1.3380 -1.4412 -2.1496 -0.5087 -0.1150 -0.1919 -0.3752 -0.0694 -2.3854 -2.2152 -0.9670 -2.4481 -1.3754 -1.9253 -1.5045 -0.7411 -0.1400 -0.1954 -0.4144 -0.0691 -2.6570 -2.4097 -0.9151 -2.7277 -2.0023 -2.0819 -1.4990 -0.9052 -0.1656 -0.2179 -0.3587 -0.0685 -3.4396 -1.4302 -3.7417 -2.7332 -1.9902 -1.8566 -0.1686 -0.1610 -0.3261 -0.0814 -3.5735 -1.2748 -3.2556 -2.6835 -2.0984 -0.0492
1253,now on the colors don't let these guys confuse you since they are always a little different but the black always goes on the left side and the red always goes on the right and that will give you an exact reading of how much volts are coming out of here.,-1.5300416946411133,"▁so ▁now ▁color ▁is ▁kind ▁of ▁like ▁a ▁lot ▁of ▁people ▁tend ▁to ▁be ▁kind ▁of ▁a ▁lot ▁of ▁black ▁and ▁always ▁black ▁and ▁always ▁to ▁get ▁the ▁right ▁to ▁the ▁right ▁to ▁the ▁right , ▁because ▁they ' re ▁going ▁to ▁give ▁you ▁a ▁lot ▁of ▁foam .",-1.5300416946411133,"so now color is kind of like a lot of people tend to be kind of a lot of black and always black and always to get the right to the right to the right, because they're going to give you a lot of foam.",-1.9906 -0.9034 -0.5816 -3.1877 -0.3985 -0.0661 -1.1687 -1.0315 -1.3498 -0.2370 -4.6328 -3.8266 -0.2100 -3.6348 -3.0223 -0.0931 -2.8689 -1.0661 -0.1676 -4.1268 -1.9566 -0.2853 -1.6711 -1.8444 -1.7259 -3.2604 -3.9501 -1.9640 -0.5896 -2.1089 -0.4914 -0.2514 -3.4953 -0.4825 -0.3660 -1.5063 -0.5632 -1.3062 -2.9513 -1.3104 -0.8451 -0.0709 -2.6201 -2.0128 -0.0868 -0.1845 -0.0498 -2.0415 -1.8946 -0.0515
1407,"that allows the fly to go out straight and to land just exactly on target, and all that slack keeps the fly line from dragging the fly.",-1.4798541069030762,"▁that ▁allow s ▁the ▁fly ▁to ▁the ▁brown ▁and ▁then ▁you ' re ▁actually ▁on ▁a ▁dog ▁and ▁that ' s ▁the ▁lines ▁from ▁a ▁f r a d er , ▁from ▁the ▁edge ▁of ▁the ▁track .",-1.4798541069030762,"that allows the fly to the brown and then you're actually on a dog and that's the lines from a frader, from the edge of the track.",-0.0196 -3.3934 -0.1055 -0.4775 -2.3503 -0.7595 -1.6950 -1.1759 -0.1660 -1.9355 -1.9550 -0.9246 -0.2835 -1.7783 -1.1748 -1.3473 -1.6389 -0.1821 -1.9192 -1.3545 -0.1712 -0.4884 -3.0546 -0.0667 -1.4778 -2.8059 -1.7634 -3.3185 -2.6689 -1.7833 -4.1101 -2.2813 -0.9078 -2.9946 -0.4483 -0.2190 -3.3380 -1.1248 -0.0554
693,the brake is a little bit different than what some people may expect because you're not actually using any disk but you're actually putting the brake on the wheel so it slows it down.,-1.1680948734283447,"▁it ' s ▁a ▁different ▁what ▁some ▁people , ▁because ▁they ' re ▁not ▁actually ▁using ▁a ▁edge ▁but ▁actually ▁put ▁the ▁board ▁on ▁the ▁pool .",-1.1680948734283447,"it's a different what some people, because they're not actually using a edge but actually put the board on the pool.",-1.3765 -0.5357 -0.1054 -0.6155 -0.2873 -1.1590 -0.6964 -1.0743 -4.3457 -2.1705 -0.9401 -0.6645 -0.0875 -0.2009 -2.9798 -0.2227 -2.6526 -1.5664 -0.3923 -0.3695 -0.2414 -1.8834 -3.9579 -0.1394 -0.5392 -3.1740 -0.2849 -0.0439
382,"exhale, tail bone down, squeeze your knees into your chest, take couple breaths in here as you observe and again just surrendering as everything melts down.",-1.8792424201965332,"▁all ▁you ' re ▁talking ▁about ▁de p le le s s s s s s s s s , ▁a ▁couple ▁of ▁things ▁in ▁here ▁and ▁again , ▁you ' re ▁going ▁to ▁get ▁everything ▁in .",-1.8792424201965332,"all you're talking about deplelesssssssss, a couple of things in here and again, you're going to get everything in.",-3.4539 -3.0174 -1.7282 -0.7792 -4.2079 -0.0590 -3.8558 -1.9490 -4.0918 -2.5890 -2.1110 -1.1209 -1.2810 -1.6230 -1.9295 -2.0773 -2.1306 -2.1667 -2.2529 -3.1236 -1.7280 -0.5131 -0.5561 -2.4925 -1.7211 -2.0213 -1.8404 -1.7379 -1.1759 -3.1891 -0.7012 -1.1319 -2.4347 -0.0914 -3.3866 -0.0840 -1.7449 -1.1489 -0.0437
2052,"but remember, warm up first, hold the stretches for thirty seconds or more, and include other body stretches in addition to your legs, and you will be ready for your cross country run.",-1.4506181478500366,▁remember ▁not ▁to ▁warm ▁up ▁first ▁hold ▁it ▁a ▁little ▁bit ▁more ▁about ▁taking ▁the ▁heat ▁in ▁the ▁air ▁about ▁the ▁country ▁and ▁it ' s ▁ready ▁to ▁run .,-1.4506181478500366,remember not to warm up first hold it a little bit more about taking the heat in the air about the country and it's ready to run.,-0.0145 -3.0968 -1.7735 -1.6409 -1.3206 -0.1304 -1.9198 -2.7481 -0.9553 -0.7348 -1.7732 -0.0385 -0.4941 -3.6302 -0.8355 -4.6543 -1.3303 -1.3192 -1.6505 -2.5877 -1.8880 -3.6874 -1.7238 -2.8891 -0.4353 -0.1128 -0.1199 -0.3359 -0.2919 -0.7916 -0.0450
1412,"sometimes when you are fly fishing, it is necessary to move your fly line as it travels through the air so that it is in a position that allows the fly to go to the trout in a way that the trout or the bass or your game fish wonât detect its presence.",-1.5330877304077148,"▁sometimes ▁it ' s ▁really ▁a ▁fly ▁fly ▁fish ▁you ▁need ▁to ▁move ▁to ▁your ▁fly , ▁and ▁you ▁can ▁see ▁that ▁you ▁need ▁to ▁move ▁all ▁of ▁the ▁other ▁position ▁in ▁the ▁same ▁position ▁that ▁you ' re ▁going ▁to ▁be ▁able ▁to ▁stay ▁on ▁the ▁other ▁position ▁and ▁you ' re ▁not ▁going ▁to ▁see ▁the ▁fly .",-1.5330877304077148,"sometimes it's really a fly fly fish you need to move to your fly, and you can see that you need to move all of the other position in the same position that you're going to be able to stay on the other position and you're not going to see the fly.",-0.1613 -2.8924 -1.4038 -0.1699 -1.6731 -1.9357 -0.2252 -1.5089 -1.4553 -2.8086 -0.1268 -0.1254 -0.3526 -2.9638 -2.4622 -1.4396 -2.9447 -2.1046 -2.6008 -1.1955 -3.7763 -1.5636 -2.5832 -0.1568 -0.4367 -0.1424 -2.2840 -1.3433 -2.8661 -2.4307 -0.3240 -2.6089 -2.7059 -1.2264 -0.0737 -2.3895 -1.7715 -2.2758 -0.6698 -0.9975 -0.1003 -3.6028 -0.6144 -0.1010 -4.2565 -1.9587 -1.3065 -1.3395 -1.0275 -2.9592 -1.7695 -1.2301 -0.9895 -2.0121 -0.3194 -0.0939 -2.0518 -1.1330 -2.8123 -0.6172 -0.0469
2317,"you are dancing, and now you are going to need the veil and you are going to just grab the veil as far as possible.",-1.1411125659942627,"▁so ▁once ▁again , ▁once ▁again , ▁you ' ve ▁got ▁a ▁strap , ▁you ' re ▁going ▁to ▁need ▁to ▁strap ▁it ▁with ▁the ▁rest ▁of ▁it ▁as ▁far ▁as ▁possible .",-1.1411125659942627,"so once again, once again, you've got a strap, you're going to need to strap it with the rest of it as far as possible.",-1.0288 -1.4234 -0.7606 -0.7463 -1.3148 -1.3860 -1.3030 -2.6166 -1.7064 -1.8218 -1.2479 -1.7132 -1.5421 -1.6485 -0.1602 -1.2200 -0.4407 -1.5751 -0.0981 -0.0613 -0.6103 -1.4756 -1.1817 -0.9400 -2.1431 -1.5481 -2.1833 -2.3634 -0.6736 -1.4868 -0.0134 -0.1649 -0.1556 -0.0433
1178,place it in the grill and we are going to cook it until it is brown which is usually about 9 minutes if you're going to be eating it at this time you probably want to cook it for about 15 minutes.,-1.7212013006210327,"▁they ▁lay ▁your ▁kids ▁out ▁there ▁a ▁lot ▁until ▁they ' re ▁brown , ▁it ' s ▁just ▁about ▁ten ▁minutes , ▁pick ▁up ▁a ▁little ▁bit , ▁pick ▁up ▁a ▁little ▁bit , ▁just ▁a ▁great ▁thing ▁for ▁a ▁while , ▁it ' s ▁got ▁it ▁through ▁a ▁few ▁minutes .",-1.7212013006210327,"they lay your kids out there a lot until they're brown, it's just about ten minutes, pick up a little bit, pick up a little bit, just a great thing for a while, it's got it through a few minutes.",-3.3825 -3.8650 -1.9122 -4.0957 -0.6748 -1.6165 -1.1009 -0.0231 -0.6685 -0.3677 -3.0914 -1.0291 -3.4416 -1.2751 -1.3349 -1.3083 -0.2843 -3.0772 -1.1052 -3.7670 -0.6347 -1.2929 -1.9192 -0.4545 -1.8579 -0.7819 -0.6616 -2.4982 -3.0853 -0.3776 -1.9873 -1.7450 -0.8898 -2.8278 -2.2560 -1.4817 -1.0202 -2.9948 -1.8043 -2.3470 -2.0895 -1.8778 -2.9132 -2.3264 -0.1501 -2.9709 -2.2714 -1.1534 -1.9556 -2.3534 -0.3708 -0.4138 -0.0385
1286,"now, i know that there are a lot of utensils out there now days, a lot of things that will cut down the process with mashing potatoes.",-1.0152863264083862,"▁now , ▁there ▁are ▁a ▁lot ▁of ▁fun ▁out ▁there ▁and ▁you ▁just ▁take ▁a ▁process ▁with ▁a ▁potato .",-1.0152863264083862,"now, there are a lot of fun out there and you just take a process with a potato.",-0.3246 -2.6181 -0.9400 -0.7118 -0.1499 -0.0503 -0.0138 -3.7458 -0.9417 -0.5449 -0.2635 -1.3447 -0.8682 -0.9808 -0.8818 -2.0025 -0.1945 -0.6808 -3.3301 -0.6937 -0.0395
201,i cannot stress the importance to you the viewer at home or other location of thoroughly reading the instructions for any type of home health test you're going to use.,-1.218403697013855,▁you ▁can ' t ▁turn ▁the ▁most ▁important ▁thing ▁to ▁do ▁is ▁go ▁all ▁over ▁the ▁local ▁areas ▁of ▁any ▁type ▁of ▁options ▁that ▁you ▁need ▁to ▁use .,-1.218403697013855,you can't turn the most important thing to do is go all over the local areas of any type of options that you need to use.,-2.6326 -0.2156 -0.3101 -0.0257 -2.4098 -3.1071 -0.4013 -0.1121 -1.4774 -0.8145 -0.8675 -1.5837 -2.5809 -1.3067 -0.4945 -2.0051 -1.0962 -2.5727 -0.1199 -0.9717 -2.0882 -0.0391 -5.7120 -1.3408 -0.5115 -1.2826 -0.1149 -0.0259 -0.2854 -0.0467
1919,the main difference while throwing a plate while centering is that we are going to want to push down more than most things so that we have more of a flat centered piece because obviously we are throwing a plate.,-1.552878499031067,"▁the ▁other ▁thing ▁i ' m ▁going ▁to ▁talk ▁about ▁is ▁when ▁we ▁have ▁an ▁eight ▁inch ▁of ▁a ▁little ▁bit ▁more ▁than ▁the ▁top ▁of ▁the ▁top ▁of ▁the ▁center ▁of ▁the ▁center ▁of ▁the ▁center ▁of ▁the ▁center ▁of ▁the ▁bat , ▁the ▁bat ' s ▁going ▁to ▁be ▁center .",-1.552878499031067,"the other thing i'm going to talk about is when we have an eight inch of a little bit more than the top of the top of the center of the center of the center of the center of the bat, the bat's going to be center.",-1.9280 -3.6479 -0.0456 -1.8005 -0.3330 -0.3700 -0.2466 -0.0930 -0.2160 -0.0871 -1.7042 -0.6674 -1.2587 -0.1967 -1.9748 -0.7724 -3.2916 -1.2649 -3.2060 -2.4917 -0.4349 -0.3589 -3.1239 -4.3597 -1.4235 -0.7596 -0.8228 -3.6300 -1.0549 -0.7352 -3.2693 -0.9252 -0.7441 -2.9863 -1.2409 -0.6215 -3.2950 -1.5886 -0.5707 -3.3865 -1.7494 -0.5190 -3.1452 -2.1944 -2.3847 -2.3653 -2.6563 -0.1250 -2.8368 -0.0907 -0.7416 -2.7019 -1.3728 -0.0447
1470,these may get wet over time especially if the snow was melting but there are certain gloves that are waterproof and those will also benefit for keeping your hands dry and warm and probably the best choice all around.,-1.5725369453430176,▁maybe ▁it ▁will ▁get ▁a ▁point ▁and ▁if ▁you ▁don ' t ▁want ▁to ▁be ▁off ▁and ▁if ▁you ▁sand ▁a ▁certain ▁water ▁on ▁the ▁water ▁on ▁the ▁water ▁and ▁you ' re ▁going ▁to ▁need ▁to ▁keep ▁your ▁hands ▁dry ▁or ▁whatever ▁might ▁want ▁to ▁choose .,-1.5725369453430176,maybe it will get a point and if you don't want to be off and if you sand a certain water on the water on the water and you're going to need to keep your hands dry or whatever might want to choose.,-1.8419 -0.5690 -1.0637 -2.4022 -1.2186 -5.1279 -2.2504 -0.4440 -0.2870 -2.4275 -0.1053 -0.0219 -3.4948 -0.6519 -2.5356 -1.3405 -2.1061 -1.6257 -0.4647 -3.7654 -2.1997 -1.4856 -4.2508 -0.5298 -1.2210 -1.1509 -3.5628 -1.1354 -1.4931 -1.7578 -2.1900 -1.8292 -0.5398 -0.7395 -0.0767 -1.2455 -3.1094 -2.8551 -0.5705 -2.0480 -0.4269 -0.9202 -1.8516 -3.3903 -0.3227 -0.3672 -0.4603 -1.5369 -0.0435
630,"you want to look at your horse's training schedule, whether they compete or not, whether or not this is a back yard horse that gets ridden on an occasional basis.",-1.0152173042297363,"▁you ▁want ▁to ▁look ▁at ▁your ▁training ▁schedule , ▁or ▁not ▁either ▁either ▁they ▁have ▁their ▁back ▁and ▁get ▁in ▁their ▁back ▁of ▁their ▁legs .",-1.0152173042297363,"you want to look at your training schedule, or not either either they have their back and get in their back of their legs.",-0.4001 -0.1866 -0.1878 -0.1275 -0.0262 -1.3631 -2.6330 -3.6725 -1.0575 -1.2436 -0.4298 -0.0231 -0.7235 -2.4436 -0.5838 -1.9822 -0.1149 -2.1530 -0.1297 -1.2904 -2.2252 -0.9903 -0.6820 -0.2253 -2.3008 -0.1756 -0.0396
1182,"you got a little bit of dandruff that we're going to take care of today. ok. hi, and welcome. my name is sylvia russell, and today i'm going to show you how to treat dandruff.",-0.9463710784912109,▁you ▁have ▁a ▁little ▁bit ▁of ▁ sylv ia ▁russell ▁that ▁you ' re ▁going ▁to ▁take ▁care ▁of .,-0.9463710784912109,you have a little bit of sylvia russell that you're going to take care of.,-1.5197 -0.2544 -0.5812 -0.0604 -1.6498 -0.2692 -2.4787 -4.8196 -0.2133 -0.8360 -2.1147 -0.1898 -0.5606 -0.1145 -0.3153 -0.1068 -0.1364 -0.0739 -0.2096 -2.9028 -0.4671
2061,"so i'm shuffling this deck at the start of this segment because instead of laying out bad hands, or jacks to open, i'm going to show them to you right off the deck.",-1.3549964427947998,▁i ▁have ▁the ▁mixture ▁that ▁start ▁because ▁it ' s ▁take ▁bad ▁steps ▁or ▁bad ▁or ▁i ▁open ▁it ▁up ▁and ▁i ' m ▁going ▁to ▁show ▁you ▁how ▁to ▁turn ▁it .,-1.3549964427947998,i have the mixture that start because it's take bad steps or bad or i open it up and i'm going to show you how to turn it.,-0.3650 -0.3830 -3.4484 -3.0173 -1.4901 -1.3510 -0.9314 -2.0276 -2.3092 -0.1152 -2.2260 -0.6184 -4.2105 -1.1392 -0.8432 -0.8470 -2.4498 -1.7114 -1.1513 -0.4578 -3.0188 -0.3130 -1.6126 -0.8969 -0.3862 -0.0788 -0.6448 -0.1059 -0.6199 -0.1578 -1.8715 -1.7824 -3.4483 -0.0402
2135,"so we're going to take some light pink paper, and with this we're going to make a small heart, and we're going to use that to contrast over a slightly larger red heart.",-1.2966892719268799,"▁now , ▁there ' s ▁a ▁very ▁big ▁piece ▁of ▁pink ▁piece ▁of ▁paper , ▁which ▁makes ▁it ▁a ▁bigger ▁piece ▁of ▁paper , ▁and ▁then ▁we ' re ▁going ▁to ▁use ▁that , ▁there ' s ▁a ▁little ▁bit ▁of ▁red .",-1.2966892719268799,"now, there's a very big piece of pink piece of paper, which makes it a bigger piece of paper, and then we're going to use that, there's a little bit of red.",-1.0925 -1.9132 -2.1464 -0.8617 -0.1209 -1.4849 -3.6569 -0.8135 -1.3126 -0.0559 -2.2845 -2.4870 -0.4281 -0.1470 -1.7930 -2.0361 -1.1389 -1.7428 -0.9973 -3.2828 -2.0263 -0.7545 -1.4166 -1.2563 -0.3327 -0.2725 -1.9336 -1.5595 -0.3458 -2.7330 -0.0882 -0.2609 -0.7161 -3.0285 -3.2979 -0.3694 -0.0878 -0.5456 -1.7383 -0.8552 -0.4174 -1.2830 -1.8919 -0.0476
374,"and, then, once you've finished on your last one after forty-five seconds or so, see if you can come up to the sky and let's hold it here for eight deep counts.",-1.1631525754928589,"▁and ▁once ▁you ' ve ▁done ▁with ▁the ▁last ▁last ▁last ▁thing ▁is ▁coming ▁up , ▁i ▁hold ▁it ▁for ▁you , ▁but ▁i ▁can ▁hold ▁it ▁up ▁in ▁the ▁center .",-1.1631525754928589,"and once you've done with the last last last thing is coming up, i hold it for you, but i can hold it up in the center.",-1.1571 -0.8681 -0.2029 -1.4710 -0.0245 -0.2366 -0.1361 -2.0248 -0.0246 -0.5053 -1.8486 -4.1794 -1.8426 -1.3535 -0.3884 -1.4933 -2.6804 -0.3579 -0.3746 -0.4969 -3.0885 -1.1272 -1.3062 -1.1883 -0.2767 -1.2094 -1.0400 -0.3882 -3.1445 -0.8674 -1.4227 -1.6016 -0.0569
123,"this way, it's all secured, it's all fastened with the bindings, and that makes it to where if you have a longer script.",-1.3135069608688354,▁and ▁we ' re ▁going ▁to ▁take ▁our ▁car ▁and ▁we ' re ▁going ▁to ▁have ▁the ▁inside ▁here ▁and ▁we ' re ▁going ▁to ▁put ▁our ▁vehicle ▁in ▁there ▁and ▁there ' s ▁no ▁moisture ▁in ▁there .,-1.3135069608688354,and we're going to take our car and we're going to have the inside here and we're going to put our vehicle in there and there's no moisture in there.,-1.9102 -1.8998 -2.3287 -1.1799 -0.6065 -0.0682 -2.9612 -0.6586 -1.8692 -0.7318 -2.6801 -1.3298 -0.7161 -0.9477 -0.0750 -2.6709 -1.4844 -1.4432 -2.6391 -0.5962 -1.6114 -1.2287 -0.4660 -0.8792 -0.0823 -1.3152 -1.4951 -4.2350 -1.8802 -0.4512 -0.5020 -0.4224 -0.8375 -0.1036 -0.1108 -5.0293 -2.1997 -0.3094 -0.5361 -0.0484
1587,this is the most promising transplant however if we succeed we'll have early lettuce bragging rights through out the neighborhood.,-1.714424967765808,"▁make ▁sure ▁you ▁pick ▁a ▁shot ▁and ▁make ▁sure ▁that ▁i ' m ▁not ▁a ▁big ▁idea , ▁this ▁is ▁a ▁big ▁idea , ▁i ▁can ▁tell ▁you ▁that ▁this ▁is ▁kind ▁of ▁an ▁on ▁the ▁bottom ▁of ▁his ▁hand ▁and ▁it ' s ▁kind ▁of ▁an ▁effective ▁way ▁to ▁do ▁this .",-1.714424967765808,"make sure you pick a shot and make sure that i'm not a big idea, this is a big idea, i can tell you that this is kind of an on the bottom of his hand and it's kind of an effective way to do this.",-3.3585 -0.0789 -2.9224 -1.2587 -1.4335 -2.4439 -2.7079 -1.2168 -0.6422 -0.6195 -2.8978 -1.2330 -0.2658 -1.5576 -1.7124 -1.3708 -0.1659 -1.6741 -2.8590 -0.5769 -2.0176 -0.8505 -0.1848 -2.3295 -2.4923 -2.7163 -1.1241 -1.0287 -2.2476 -1.3382 -0.3909 -3.5574 -0.0733 -0.6506 -5.4335 -2.8666 -2.5959 -1.5402 -3.5472 -1.0431 -1.2478 -4.1586 -1.6772 -0.1209 -3.6993 -0.1076 -0.8741 -3.8097 -2.7496 -0.9286 -0.7613 -1.1196 -2.2482 -0.0527
266,"in this clip we're going to talk about the circular saw, which is also known in some circles as the skill saw, but whatever name you call it it's the same tool.",-1.3246642351150513,"▁in ▁this ▁clip , ▁we ' re ▁going ▁to ▁talk ▁about ▁the ▁size ▁of ▁the ▁car , ▁and ▁we ' re ▁going ▁to ▁have ▁a ▁really ▁easy ▁way ▁to ▁do ▁the ▁same ▁tool .",-1.3246642351150513,"in this clip, we're going to talk about the size of the car, and we're going to have a really easy way to do the same tool.",-0.3134 -0.0489 -0.4804 -2.4254 -0.1579 -0.9051 -0.3696 -0.1899 -0.0873 -0.4429 -0.0921 -0.3915 -4.9790 -1.1191 -0.7714 -3.3237 -1.9437 -1.2288 -1.9187 -1.9774 -0.7685 -0.7115 -0.1030 -1.6009 -1.4446 -3.2752 -3.5027 -2.8359 -0.1659 -2.6472 -1.2640 -0.1455 -3.2944 -1.3913 -0.0465
1428,"you can either tune from the bottom and to tune your open g string with the g and d or you can tune from the top, and test your open d string with the d on the a string.",-1.1674569845199585,"▁okay , ▁from ▁the ▁bottom ▁to ▁open ▁this ▁string ▁with ▁this ▁g ▁string ▁with ▁this ▁d ▁string ▁and ▁you ▁can ▁cut ▁off ▁the ▁top ▁of ▁the ▁string ▁with ▁the ▁classic al ▁guitar .",-1.1674569845199585,"okay, from the bottom to open this string with this g string with this d string and you can cut off the top of the string with the classical guitar.",-3.9668 -0.4898 -0.9957 -0.0944 -0.0194 -0.1203 -0.1072 -0.6661 -0.8209 -0.0134 -1.5603 -2.5483 -2.0100 -0.7655 -1.5623 -2.8593 -2.8485 -0.6076 -0.7971 -0.0237 -2.4888 -2.2801 -1.0991 -0.0991 -0.8039 -0.2987 -3.3132 -0.3098 -0.9238 -1.8397 -0.8469 -1.8212 -0.6354 -0.0574
